Èas (s);CO (%);CO2 (%);H2 (%);CH4 (%);O2 (%);Teplota (°C)
4920;23.92458;24.978456;13.365542;4.83761;0.062371;1091.46
4921;22.860562;24.317165;13.415196;4.819019;0.064729;1087.77
4922;22.052769;23.786857;13.469209;4.814225;0.062587;1083.64
4923;21.398816;23.351692;13.503685;4.804255;0.062897;1079.83
4924;20.873048;22.993758;13.508603;4.777551;0.061808;1076.54
4925;20.485415;22.713545;13.514961;4.775618;0.06487;1073.47
4926;20.223609;22.496747;13.532713;4.77614;0.066128;1070.57
4927;19.431418;21.396622;11.689897;4.575822;0.940553;1067.83
4928;15.691403;17.407154;10.417235;3.785056;4.589973;1065.26
4929;13.250278;14.758642;8.654009;3.31054;6.983473;1062.86
4930;11.145851;12.844773;8.887178;3.026462;8.556892;1060.68
4931;10.951529;12.629857;8.892091;2.995434;8.619899;1058.74
4932;11.141693;13.17449;10.521118;3.112588;7.970898;1057.05
4933;14.467868;16.929243;11.91322;3.89088;4.271839;1055.6
4934;16.604301;19.378983;13.594478;4.346143;1.872645;1054.36
4935;18.482711;21.223238;13.273945;4.637165;0.188154;1053.34
4936;18.366715;21.293259;13.172266;4.640904;0.124158;1052.51
4937;18.296572;21.353623;13.106422;4.659812;0.100031;1051.86
4938;18.268298;21.410915;13.059464;4.678632;0.084364;1051.37
4939;18.226475;21.450094;12.999423;4.675568;0.071525;1050.98
4940;18.153331;21.469664;12.918854;4.666298;0.062504;1050.58
4941;18.064;21.468691;12.837084;4.65203;0.049903;1050.07
4942;17.956384;21.420357;12.660782;4.620176;0.0405;1049.31
4943;17.588582;21.26969;12.124624;4.462013;0.038268;1048.3
4944;17.079561;21.068025;11.429636;4.215332;0.039398;1047.17
4945;16.591382;20.866226;10.682272;3.957436;0.041881;1046.17
4946;16.027478;20.66594;9.854451;3.680555;0.050162;1045.36
4947;15.401259;20.466608;9.067881;3.407895;0.05546;1044.71
4948;14.947845;20.337094;8.579723;3.243247;0.055999;1044.18
4949;14.642569;20.266577;8.242547;3.172939;0.055385;1043.72
4950;14.3396;20.192874;7.964262;3.128445;0.052413;1043.37
4951;14.136447;20.134545;7.752085;3.092548;0.051882;1043.18
4952;14.039575;20.10512;7.604553;3.061151;0.053147;1043.08
4953;14.136371;20.108877;7.701928;3.094951;0.050741;1043.06
4954;14.63279;20.205374;8.063794;3.236291;0.046562;1043.03
4955;15.266626;20.369266;8.584347;3.431916;0.042164;1042.76
4956;15.925221;20.559531;9.218598;3.666745;0.03371;1042.24
4957;16.57363;20.753205;9.908683;3.923738;0.027827;1041.52
4958;17.068619;20.918356;10.432827;4.122644;0.025002;1040.63
4959;17.188227;20.995905;10.753879;4.229791;0.025084;1039.63
4960;17.153931;21.015386;10.957928;4.29842;0.025901;1038.51
4961;17.093574;20.997005;11.080109;4.334966;0.025733;1037.28
4962;17.021893;20.95672;11.138599;4.355617;0.026419;1036.11
4963;16.927806;20.91367;11.175689;4.372733;0.02588;1035.05
4964;16.869458;20.942173;11.192612;4.390675;0.024732;1034.34
4965;16.937102;21.264368;11.160328;4.408313;0.026497;1034.06
4966;17.306741;21.865162;11.080537;4.427298;0.027688;1034.16
4967;17.98579;22.672904;10.98251;4.451013;0.026425;1034.64
4968;18.972639;23.651316;10.86661;4.484826;0.026617;1035.48
4969;20.090916;24.615003;10.76743;4.517582;0.026767;1036.68
4970;21.345198;25.41378;10.684785;4.534775;0.024221;1038.23
4971;22.402654;25.965737;10.630141;4.552628;0.02228;1040.08
4972;23.242384;26.330201;10.617984;4.569706;0.022122;1042.26
4973;23.930384;26.579685;10.627364;4.584431;0.022774;1044.68
4974;24.477802;26.746051;10.63771;4.588386;0.022232;1047.19
4975;24.981457;26.907628;10.678747;4.606265;0.022069;1049.73
4976;25.672312;27.118526;10.738615;4.628264;0.022451;1052.35
4977;26.525216;27.396138;10.753416;4.637814;0.022745;1055
4978;27.412879;27.68709;10.737323;4.633439;0.02157;1057.68
4979;28.353232;27.992144;10.718844;4.635804;0.022561;1060.37
4980;29.342637;28.260798;10.700644;4.639454;0.022991;1063.09
4981;30.193042;28.427888;10.709057;4.641145;0.021781;1065.86
4982;30.918199;28.506614;10.764856;4.663933;0.02145;1068.67
4983;31.542587;28.523851;10.831941;4.690242;0.022414;1071.54
4984;32.10885;28.491997;10.884098;4.706951;0.022507;1074.34
4985;32.598752;28.432142;10.910649;4.706493;0.026708;1077.04
4986;33.004563;28.356334;10.916453;4.712305;0.033913;1079.57
4987;33.357506;28.240331;10.940644;4.700046;0.039029;1081.95
4988;33.805254;28.134075;11.00839;4.70587;0.04268;1084.25
4989;34.23485;28.037827;11.098594;4.720405;0.046907;1086.49
4990;34.630519;27.944465;11.185735;4.734736;0.046287;1088.7
4991;34.99895;27.854434;11.280602;4.743091;0.044522;1090.87
4992;35.332075;27.794268;11.356482;4.754535;0.04355;1093.03
4993;35.508594;27.762592;11.407036;4.762839;0.046544;1095.19
4994;35.569937;27.742132;11.427489;4.768993;0.050146;1097.35
4995;35.481922;27.72377;11.443344;4.767823;0.053374;1099.49
4996;35.414933;27.661645;11.478842;4.772846;0.056533;1101.38
4997;35.428737;27.551161;11.543496;4.795977;0.057666;1102.93
4998;35.25457;27.347823;11.623374;4.813652;0.055099;1104.1
4999;34.754323;26.992451;11.733043;4.837012;0.052434;1104.97
5000;34.098679;26.574796;11.863541;4.856213;0.052848;1105.63
5001;33.272269;26.110123;11.993469;4.881582;0.053564;1106.06
5002;32.242141;25.648164;12.096521;4.884609;0.056069;1106.19
5003;31.109285;25.178633;12.192971;4.880412;0.059033;1106
5004;30.322721;24.833078;12.286724;4.893815;0.062523;1105.56
5005;29.847144;24.605205;12.364593;4.904395;0.062504;1104.87
5006;29.51515;24.426994;12.428591;4.91659;0.062515;1104.16
5007;29.27294;24.288999;12.505121;4.93218;0.060755;1103.57
5008;29.089853;24.172633;12.581093;4.948761;0.062886;1103.01
5009;28.931168;24.076042;12.652695;4.97057;0.065391;1102.38
5010;28.815222;23.984746;12.756113;5.002996;0.068988;1101.65
5011;28.828663;23.916893;12.875121;5.04089;0.070099;1100.87
5012;28.878523;23.85796;12.968813;5.070658;0.073888;1100.12
5013;28.934506;23.798995;13.055903;5.096345;0.071926;1099.56
5014;29.133825;23.815767;13.139901;5.111376;0.07337;1099.11
5015;29.621095;23.907279;13.193004;5.12268;0.074262;1098.81
5016;30.304683;24.065182;13.227027;5.14857;0.074137;1098.68
5017;31.181519;24.274197;13.258172;5.155958;0.069704;1098.66
5018;32.178255;24.507291;13.289168;5.19356;0.074625;1098.9
5019;33.146602;24.696634;13.301071;5.219259;0.071829;1099.37
5020;33.830483;24.818118;13.289402;5.235917;0.066927;1099.87
5021;34.302029;24.901714;13.284123;5.23354;0.065573;1100.41
5022;34.685484;24.93332;13.321884;5.275096;0.065923;1100.91
5023;35.04434;24.95837;13.371086;5.296612;0.065562;1101.18
5024;35.362079;24.935513;13.443995;5.321497;0.064294;1101.17
5025;35.501244;24.819936;13.558079;5.99;0.064136;1100.97
5026;35.374274;24.615823;13.674524;5.405347;0.068462;1100.54
5027;35.036329;24.364628;13.766161;5.410904;0.069389;1099.88
5028;34.498131;24.069931;13.868959;5.431466;0.069383;1099.01
5029;33.848457;23.78118;13.97493;5.459099;0.072158;1097.97
5030;33.284941;23.559785;14.073215;5.487964;0.072559;1096.95
5031;32.86602;23.376565;14.171465;5.517122;0.072329;1095.94
5032;32.533378;23.22886;14.16176;5.54759;0.073832;1095.34
5033;31.853147;23.114745;12.809592;5.410993;0.074454;1095.17
5034;31.039988;23.03684;9.970691;5.215266;0.074783;1095.4
5035;30.300487;22.979992;7.154205;5.016971;0.079568;1095.9
5036;29.601518;22.954077;4.279618;4.805794;0.08104;1096.7
5037;28.95667;22.962005;1.501063;4.61434;0.083034;1097.8
5038;26.403141;21.161437;1.000493;4.230121;1.703219;1099.12
5039;24.229277;20.16905;2.886806;3.972899;2.662485;1100.65
5040;23.648003;20.212845;4.61399;3.768093;2.748661;1102.34
5041;23.12029;20.250326;6.343656;3.589876;2.796344;1104.19
5042;22.659622;20.282644;8.068266;3.40834;2.824233;1105.8
5043;24.559039;22.111715;8.796585;3.564863;1.225126;1107.19
5044;26.294208;23.106906;8.646051;3.643703;0.281888;1108.47
5045;26.419487;23.043955;8.658335;3.643564;0.203936;1109.66
5046;26.512862;22.974175;8.67424;3.61602;0.159063;1110.78
5047;26.608697;22.887215;8.711341;3.628991;0.133353;1111.84
5048;26.758748;22.789657;8.75691;3.656877;0.116377;1112.83
5049;26.892706;22.685951;8.803228;3.683391;0.103415;1113.73
5050;27.103851;22.563698;8.867546;3.729779;0.091922;1114.52
5051;27.385864;22.401694;8.945247;3.781051;0.083715;1115.16
5052;27.698051;22.225626;9.038878;3.79074;0.076441;1115.33
5053;28.175428;22.045222;9.367504;3.860183;0.065693;1115.05
5054;29.16395;21.928889;10.015788;4.094783;0.052416;1114.39
5055;30.356947;21.873694;10.84954;4.431303;0.043147;1113.42
5056;31.528962;21.845916;11.817936;4.809304;0.034059;1112.18
5057;32.60656;21.840009;12.838508;5.217822;0.026022;1110.71
5058;33.406227;21.839672;13.678689;5.563206;0.01943;1109.08
5059;33.646874;21.785616;14.248602;5.778363;0.017427;1107.33
5060;33.54943;21.691923;14.617477;5.890646;0.017299;1105.49
5061;33.384826;21.600405;14.871861;5.959441;0.019967;1103.55
5062;33.225734;21.535171;15.071784;6.020351;0.019218;1101.89
5063;33.104925;21.478623;15.218604;6.077307;0.019146;1100.56
5064;32.997416;21.421864;15.314469;6.097538;0.01776;1099.58
5065;32.95909;21.40904;15.397948;6.118431;0.016943;1098.87
5066;33.081889;21.467356;15.471727;6.166943;0.014577;1098.38
5067;33.32487;21.538643;15.520033;6.196444;0.015241;1098.08
5068;33.653537;21.647722;15.564153;6.225221;0.016956;1097.91
5069;34.050249;21.793525;15.610521;6.273326;0.01875;1097.86
5070;34.480646;21.910819;15.645399;6.309135;0.019991;1097.89
5071;34.803973;21.990918;15.663436;6.314501;0.019812;1098
5072;35.050298;22.055217;15.674219;6.321749;0.018593;1098.18
5073;35.252752;22.105967;15.70132;6.337237;0.016157;1098.36
5074;35.458035;22.157404;15.761558;6.376085;0.015249;1098.52
5075;35.610158;22.209299;15.806406;6.423911;0.014472;1098.75
5076;35.383372;22.17225;15.762901;6.432214;0.015048;1099.03
5077;34.838212;22.060965;15.661864;6.412466;0.016721;1099.16
5078;34.221262;21.905332;15.497602;6.362174;0.0178;1099.1
5079;33.470959;21.657698;15.288152;6.279748;0.019009;1098.9
5080;32.559141;21.339851;15.105965;6.194855;0.018972;1098.63
5081;31.832706;21.040087;15.009337;6.166981;0.019675;1098.37
5082;31.283311;20.749116;14.939251;6.13987;0.019656;1098.07
5083;30.703188;20.466449;14.911927;6.121266;0.01998;1097.76
5084;30.189011;20.232682;14.891606;6.099814;0.019269;1097.39
5085;29.676099;19.893911;14.332844;6.037887;0.210336;1096.87
5086;28.142989;19.196335;14.357223;5.847679;0.781455;1096.2
5087;27.892163;19.083746;14.36615;5.835077;0.806301;1095.58
5088;27.705509;19.002833;14.368479;5.83233;0.809963;1095.1
5089;27.471558;18.910667;14.360575;5.825285;0.809383;1094.7
5090;27.313204;18.916847;14.869851;5.832572;0.696695;1094.34
5091;28.406099;19.472205;14.809414;6.004863;0.051066;1093.92
5092;28.236745;19.432372;14.792288;6.002091;0.021051;1093.52
5093;28.071556;19.389798;14.79655;5.997068;0.016188;1093.09
5094;27.94697;19.372784;14.818794;6.017643;0.016668;1092.62
5095;27.831425;19.369732;14.852802;6.046203;0.017176;1092.14
5096;27.723344;19.365695;14.883946;6.069753;0.01717;1091.7
5097;27.574876;19.339271;14.882507;6.066371;0.016771;1091.26
5098;27.421323;19.308422;14.864958;6.066473;0.017148;1090.81
5099;27.279423;19.274145;14.836754;6.044868;0.016475;1090.33
5100;27.149502;19.240416;14.800396;6.014654;0.016245;1089.79
5101;27.056331;19.213521;14.777746;5.99338;0.016227;1089.29
5102;27.002395;19.201269;14.76502;5.988904;0.015903;1088.78
5103;26.948848;19.182322;14.735381;5.962887;0.015669;1088.3
5104;26.884421;19.165422;14.689679;5.940506;0.015887;1087.8
5105;26.83362;19.148154;14.638382;5.920199;0.016417;1087.31
5106;26.813497;19.129957;14.581149;5.891982;0.016952;1086.78
5107;26.794467;19.111868;14.518153;5.29;0.017257;1086.35
5108;26.798689;19.105046;14.466277;5.849561;0.017702;1085.93
5109;26.816231;19.092171;14.432655;5.833869;0.017501;1085.55
5110;26.845103;19.0961;14.409751;5.827434;0.016567;1085.18
5111;26.860146;19.110469;14.39028;5.827422;0.015675;1084.77
5112;26.880575;19.13819;14.393779;5.840163;0.016959;1084.34
5113;26.871578;19.173669;14.405249;5.847437;0.015655;1083.94
5114;26.865195;19.218321;14.400692;5.85143;0.01546;1083.58
5115;26.844245;19.258714;14.389797;5.845682;0.016138;1083.2
5116;26.828451;19.298179;14.377365;5.847869;0.016817;1082.84
5117;26.791301;19.337796;14.34909;5.835853;0.014645;1082.37
5118;26.770351;19.374234;14.320372;5.820657;0.014392;1081.86
5119;26.732495;19.413164;14.311816;5.827727;0.014721;1081.31
5120;26.705671;19.443868;14.288846;5.828579;0.014005;1080.74
5121;26.649796;19.457684;14.247778;5.07;0.013609;1080.17
5122;26.598162;19.471837;14.237483;5.809543;0.013812;1079.63
5123;26.572742;19.478684;14.224273;5.825374;0.014632;1079.19
5124;26.597094;19.485081;14.179823;5.807254;0.014548;1078.72
5125;26.731592;19.536962;14.142254;5.23;0.013927;1078.24
5126;26.711177;19.328062;12.788211;5.693991;0.307453;1077.77
5127;22.099094;15.960254;10.235323;4.66687;3.896898;1077.41
5128;17.691958;12.907476;8.230287;3.821361;7.177078;1077.12
5129;12.678935;9.44068;6.274722;2.853382;10.889867;1076.87
5130;8.097905;6.228632;3.913379;1.96521;14.341314;1076.64
5131;3.086256;2.806666;2.801578;1.041103;17.941096;1076.44
5132;2.577102;2.438528;2.840627;1.026098;18.347313;1076.22
5133;1.801347;1.689807;2.297307;0.803603;19.120733;1075.85
5134;1.552645;1.316181;1.713981;0.706706;19.500863;1075.53
5135;0.728371;0.622694;1.525838;0.537085;20.157731;1075.23
5136;0.467385;0.389486;1.412481;0.47662;20.374628;1074.96
5137;0.305757;0.253792;1.327293;0.422742;20.457952;1074.63
5138;0.20383;0.175365;1.285249;0.400883;20.450544;1074.28
5139;0.148261;0.135398;1.258972;0.389947;20.348543;1073.96
5140;0.115968;0.108059;1.25088;0.370962;20.157448;1073.68
5141;0.114544;0.096055;1.248194;0.372068;19.859117;1073.43
5142;0.117462;0.092017;1.248031;0.384212;19.480554;1075.53
5143;0.115587;0.089627;1.244898;0.378769;19.025095;1079.25
5144;0.115269;0.089627;1.243189;0.377078;18.515657;1085.38
5145;0.126446;0.110017;1.763935;0.387811;17.965369;1092.19
5146;1.962721;1.93074;2.806578;0.735178;16.126092;1096.68
5147;4.153694;4.014649;3.543621;1.047499;14.400112;1099.49
5148;5.958923;5.780483;4.303141;1.350105;13.057098;1101.71
5149;7.689317;7.433207;5.112315;1.663304;11.893176;1103.69
5150;9.413569;9.082351;5.503352;2.001235;10.808034;1105.46
5151;9.34005;8.940172;5.323754;2.006703;11.07695;1107.07
5152;8.745984;8.40954;5.455148;2.027405;11.414565;1106.25
5153;8.503671;8.143054;5.562818;2.061611;11.497675;1103.72
5154;8.237713;7.906114;5.608749;2.059475;11.544396;1098.62
5155;7.991077;7.674782;5.561292;2.03211;11.607997;1092.81
5156;7.718367;7.448041;5.573805;2.006957;11.671195;1089.26
5157;7.163351;6.829686;4.768562;1.85678;12.059031;1088.16
5158;5.803099;5.521322;3.989622;1.556005;12.890845;1088.49
5159;4.414102;4.169208;3.166404;1.266687;13.611175;1089.48
5160;2.988005;2.799234;2.349107;0.965073;14.182774;1090.94
5161;1.63832;1.489248;1.933635;0.663395;14.532214;1092.75
5162;2.989951;2.687796;4.167826;1.018366;13.059704;1095.02
5163;8.572243;6.573462;6.33568;1.923158;10.10168;1097.54
5164;14.10088;10.593036;8.66484;2.805048;7.191289;1100.37
5165;20.042773;14.766825;10.937292;3.735895;4.402928;1103.06
5166;26.094488;18.971266;13.191254;4.663131;1.807159;1105.42
5167;31.094426;22.027267;13.344051;5.296281;0.228112;1106.93
5168;31.651997;22.30074;13.22747;5.31341;0.270117;1107.43
5169;31.872934;22.455413;13.318349;5.388371;0.276814;1107.45
5170;31.744145;22.420043;13.319463;5.427423;0.382059;1107.31
5171;31.293033;22.279307;13.342439;5.464121;0.510695;1106.99
5172;30.70884;22.083409;13.366895;5.474981;0.629335;1106.37
5173;30.12646;21.893792;13.388878;5.483374;0.715834;1105.62
5174;29.65527;21.703895;13.39984;5.483107;0.791516;1104.7
5175;29.28488;21.522824;13.383039;5.475909;0.852644;1103.91
5176;28.989554;21.35403;13.34396;5.441779;0.89694;1103.54
5177;28.758762;21.210789;13.314748;5.430296;0.922039;1103.31
5178;28.581938;21.09972;13.295471;5.424829;0.942796;1103.32
5179;28.456525;21.00047;13.286686;5.426914;0.960698;1103.31
5180;28.351515;20.921903;13.298146;5.43167;0.977773;1103.27
5181;28.255012;20.87973;13.332983;5.466436;0.990636;1103.26
5182;28.161676;20.829889;13.369311;5.489732;1.00449;1103.28
5183;28.061377;20.77973;13.402561;5.516372;1.020075;1103.42
5184;27.946334;20.740978;13.414682;5.514694;1.031453;1103.58
5185;27.800874;20.706625;13.408253;5.513231;1.040308;1103.82
5186;27.660456;20.66526;13.379082;5.494424;1.049809;1104.04
5187;27.532939;20.626603;13.329433;5.465647;1.060867;1104.22
5188;27.407723;20.586013;13.281295;5.434188;1.068272;1104.35
5189;27.305822;20.557923;13.252643;5.43832;1.077862;1104.49
5190;27.248186;20.53326;13.250181;5.433463;1.086754;1104.64
5191;27.223141;20.51465;13.255862;5.453389;1.097259;1104.74
5192;27.201142;20.482929;13.254189;5.457712;1.10448;1104.79
5193;27.177936;20.443789;13.257566;5.468203;1.111215;1104.74
5194;27.16019;20.378307;13.260496;5.466805;1.118468;1104.73
5195;27.110178;20.312024;13.260939;5.464973;1.124671;1104.63
5196;27.016924;20.233979;13.250338;5.460599;1.129368;1104.62
5197;26.907972;20.172089;13.269138;5.475286;1.132311;1104.58
5198;26.807794;20.125173;13.295715;5.496446;1.134439;1104.61
5199;26.647526;20.095036;13.332907;5.537417;1.134778;1104.78
5200;26.490691;20.075479;13.361844;5.573086;1.131344;1104.96
5201;26.349701;20.045723;13.363492;5.591715;1.127189;1105.14
5202;26.218509;19.997497;13.330333;5.574981;1.122853;1105.27
5203;26.092829;19.953575;13.28664;5.552448;1.1149;1105.45
5204;25.974632;19.922548;13.241752;5.544055;1.107396;1105.54
5205;25.898501;19.885913;13.190979;5.98;1.09923;1106.21
5206;25.835943;19.869865;13.161956;5.524727;1.087371;1107.61
5207;25.789625;19.887826;13.156758;5.541258;1.069557;1109.23
5208;25.863607;19.978473;13.156554;5.569055;1.056461;1110.59
5209;26.090527;20.108483;13.138599;5.568801;1.039835;1111.9
5210;26.372902;20.262171;13.129901;5.584594;1.025012;1113.18
5211;26.749986;20.424041;13.108436;5.596026;1.009262;1114.59
5212;27.151333;20.572476;13.111941;5.615062;0.996156;1116.1
5213;27.544192;20.676876;13.117968;5.642593;0.980844;1117.58
5214;27.835608;20.721039;13.133304;5.662989;0.963014;1119.25
5215;28.06373;20.742383;13.169535;5.694169;0.943213;1120.42
5216;28.231411;20.742682;13.195476;5.708132;0.921209;1120.72
5217;28.318269;20.749816;13.242887;5.738409;0.898225;1120.79
5218;28.343497;20.771198;13.310374;5.78968;0.869286;1121.14
5219;28.306099;20.816092;13.408125;5.872602;0.83198;1121.45
5220;28.226019;20.860389;13.481314;5.938523;0.799105;1121.71
5221;28.115173;20.897781;13.561218;6.00705;0.763618;1121.97
5222;28.031316;20.946013;13.6343;6.073568;0.727787;1122.11
5223;27.932264;20.964299;13.66404;6.101238;0.688038;1122.2
5224;27.817259;20.954431;13.664239;6.092782;0.656287;1122.26
5225;27.702693;20.934054;13.659742;6.079468;0.624819;1122.24
5226;27.595419;20.891601;13.624102;6.04811;0.588422;1122.16
5227;27.488896;20.828649;13.580155;6.010051;0.558172;1121.42
5228;27.38147;20.772648;13.568873;5.993355;0.531868;1120.26
5229;27.267718;20.756015;13.599147;6.036628;0.504649;1119.05
5230;27.191847;20.745219;13.644747;6.095427;0.4765;1117.8
5231;27.126772;20.7342;13.729686;6.180778;0.452798;1116.41
5232;27.044289;20.739846;13.842422;6.296787;0.431293;1114.98
5233;26.941294;20.733234;13.93876;6.377853;0.412852;1113.61
5234;26.811513;20.692593;13.989182;6.432812;0.392746;1112.12
5235;26.690373;20.576743;13.972392;6.421507;0.377218;1110.64
5236;26.528605;20.434099;13.918348;6.358448;0.359869;1109.18
5237;26.341417;20.289415;13.859045;6.305409;0.343924;1108.41
5238;26.156428;20.15938;13.804803;6.266116;0.328232;1107.86
5239;25.957605;20.026559;13.754467;6.232342;0.30614;1107.04
5240;25.743357;19.928213;13.729188;6.222703;0.284224;1105.96
5241;25.486879;19.841972;13.717667;6.218036;0.266381;1105.3
5242;25.164264;19.75109;13.691436;6.217337;0.248863;1104.83
5243;24.815377;19.640605;13.650454;6.200641;0.231743;1103.89
5244;24.547741;19.56221;13.609178;6.184834;0.219393;1102.58
5245;24.336112;19.477801;13.556874;6.157571;0.211656;1100.78
5246;24.031796;19.373318;13.527515;6.145605;0.202561;1098.49
5247;23.666493;19.217984;13.507784;6.14558;0.193525;1095.83
5248;23.19185;19.007182;13.508151;6.158919;0.183722;1092.89
5249;22.510385;18.702872;13.520831;6.183385;0.177299;1089.91
5250;21.625939;18.32793;13.552881;6.203095;0.169948;1086.97
5251;20.588047;17.891856;13.598837;6.233817;0.16226;1083.37
5252;19.640294;17.502506;13.641202;6.26328;0.153196;1079.43
5253;18.65883;17.107492;13.691792;6.295185;0.143385;1075.66
5254;17.751895;16.759928;13.750073;6.314005;0.133451;1072.06
5255;16.98749;16.49107;13.82083;6.359046;0.126036;1068.83
5256;16.311836;16.29074;13.892397;6.406693;0.117563;1066
5257;15.748664;16.123676;13.941374;6.451263;0.112347;1063.43
5258;15.291906;15.979404;13.953887;6.464666;0.106772;1061.07
5259;14.918802;15.821292;13.907499;6.440734;0.101388;1058.91
5260;14.591456;15.621928;13.791904;6.353807;0.093828;1056.85
5261;14.313405;15.417376;13.648822;6.254315;0.088207;1054.88
5262;14.056761;15.214306;13.488405;6.132533;0.084111;1052.96
5263;13.850372;15.049396;13.351203;6.040265;0.083384;1051.18
5264;13.663909;14.942301;13.261747;5.996101;0.081411;1049.38
5265;13.514952;14.891983;13.218762;5.999141;0.077531;1047.67
5266;13.362498;14.886662;13.214982;6.054303;0.073042;1046.15
5267;13.22571;14.89047;13.211335;6.094499;0.068497;1044.51
5268;13.104996;14.894794;13.194626;6.126213;0.063607;1042.78
5269;12.996623;14.888734;13.173925;6.137848;0.054483;1041.04
5270;12.889108;14.913187;13.180812;6.166282;0.049412;1039.38
5271;12.804615;14.948844;13.181473;6.206986;0.048661;1037.74
5272;12.720523;14.987901;13.188156;6.251645;0.045582;1036.17
5273;12.63214;15.041226;12.120758;6.311767;0.037769;1034.53
5274;12.546846;15.102893;9.650291;6.381388;0.031321;1032.95
5275;12.47823;15.138664;7.237107;6.415556;0.025688;1031.37
5276;12.418165;15.139776;4.718949;6.419066;0.017107;1029.65
5277;12.383005;15.14155;2.248059;6.419028;0.011206;1028.07
5278;11.372396;13.974819;0.803037;5.939248;1.609307;1026.7
5279;9.693807;11.951603;1.152736;5.078759;4.553237;1025.4
5280;8.258536;10.519066;3.316297;4.507638;6.633243;1024.15
5281;8.041459;10.485368;5.876347;4.394541;6.896577;1022.95
5282;7.89893;10.515194;8.363132;4.264544;6.950947;1021.81
5283;8.224056;11.12136;10.362746;4.349767;6.141865;1020.67
5284;9.930124;13.337587;12.194914;5.126444;2.951288;1019.62
5285;11.48054;15.148214;12.367467;5.724039;0.369477;1018.58
5286;11.508541;15.224625;12.230768;5.98;0.108165;1017.51
5287;11.431252;15.228573;12.151063;5.738828;0.054371;1016.41
5288;11.361479;15.258323;12.10263;5.776112;0.029938;1015.26
5289;11.290694;15.320072;12.081419;5.838854;0.01679;1014.13
5290;11.219083;15.375241;12.044319;5.884632;0.013802;1012.94
5291;11.133358;15.410847;12.004502;5.909314;0.013716;1011.91
5292;11.058504;15.452524;11.95262;5.931974;0.013146;1010.84
5293;10.98489;15.461622;11.857483;5.910013;0.013603;1009.9
5294;10.904747;15.431822;11.723791;5.840799;0.013559;1008.84
5295;10.830262;15.375699;11.576517;5.749904;0.012775;1007.79
5296;10.754442;15.340971;11.451263;5.691384;0.01277;1006.79
5297;10.680548;15.324765;11.350938;5.650616;0.012956;1005.84
5298;10.603756;15.354539;11.31136;5.66496;0.012856;1004.96
5299;10.525767;15.417561;11.297555;5.711781;0.012689;1004.01
5300;10.448504;15.479889;11.290648;5.764833;0.013223;1003.16
5301;10.369791;15.529844;11.261686;5.795441;0.013613;1002.2
5302;10.291352;15.548798;11.220099;5.805296;0.01395;1001.21
5303;10.217553;15.546038;11.155486;5.793177;0.013756;1000.24
5304;10.156402;15.544989;11.099453;5.783754;0.013784;999.3
5305;10.089833;15.554113;11.044057;5.774815;0.013476;998.46
5306;10.033055;15.566314;10.991569;5.775464;0.013588;1001.21
5307;9.976621;15.577441;10.931768;5.765062;0.012924;1006.59
5308;9.952613;15.678006;10.852445;5.768724;0.013689;1012.95
5309;10.18149;16.01562;10.722333;5.738841;0.013713;1021.15
5310;10.827547;16.663431;10.56069;5.710331;0.013711;1029.74
5311;11.912355;17.721866;10.312095;5.660866;0.012236;1037.75
5312;13.494453;19.185927;10.00796;5.614312;0.013001;1046.07
5313;15.474732;20.780341;9.711257;5.573976;0.011995;1054.54
5314;17.351674;22.161931;9.477575;5.565164;0.011668;1063
5315;18.844149;23.245849;9.297448;5.58743;0.011892;1072.03
5316;19.91193;23.916295;9.197118;5.617872;0.012989;1077.92
5317;20.50201;24.163223;9.162545;5.644233;0.012732;1080.12
5318;20.747724;24.236583;9.155032;5.666741;0.013863;1081.62
5319;20.871102;24.263217;9.13899;5.695822;0.014969;1081.58
5320;20.980232;24.246832;9.101228;5.67404;0.014394;1080.3
5321;21.07067;24.198384;9.076426;5.656059;0.014038;1079.28
5322;21.133055;24.127517;9.039707;5.645034;0.014773;1077.76
5323;21.216168;24.026334;8.974606;5.602588;0.01405;1076.07
5324;21.284701;23.903382;8.887266;5.529457;0.012542;1074.65
5325;21.35417;23.795269;8.808151;5.476138;0.012708;1073.03
5326;21.428998;23.689134;8.71513;5.421917;0.012878;1070.95
5327;21.501461;23.5875;8.637053;5.358145;0.011927;1070.01
5328;21.529048;23.485688;8.570944;5.313219;0.010751;1068.89
5329;21.569009;23.405557;8.523055;5.291233;0.0115;1067.89
5330;21.611398;23.336343;8.467786;5.265241;0.012847;1067.87
5331;21.657011;23.267981;8.427623;5.230844;0.013892;1068.28
5332;21.693093;23.198831;8.395533;5.198748;0.012839;1069.14
5333;21.70916;23.134227;8.98;5.187342;0.012786;1069.96
5334;21.718875;23.077474;8.382257;5.17577;0.013074;1070.77
5335;21.728622;23.003664;8.390853;5.16753;0.012061;1071.28
5336;21.750131;22.927055;8.387415;5.157116;0.010339;1071.87
5337;21.788947;22.837419;8.397104;5.161604;0.010994;1072.66
5338;21.822753;22.755654;8.407038;5.174778;0.011935;1073.42
5339;21.866522;22.654618;8.416499;5.160142;0.012766;1074.24
5340;21.918334;22.572764;8.43421;5.161426;0.016543;1075.21
5341;21.99135;22.51516;8.477313;5.184086;0.020487;1076.29
5342;22.051212;22.494039;8.555176;5.240826;0.02094;1077.39
